region,subj,item,rpdur,tgdur,totfixdur,gbck,gdur,rr,rrdur,quan_cond,typic_cond,interf_cond,subj_cond,obj_cond,cond,quants,typic,interf
6,19,19,198,198,198,2,198,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,19,16,186,186,186,2,186,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,19,15,242,242,242,2,242,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
6,19,10,410,410,828,2,410,1,418,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,19,21,174,174,174,2,174,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,19,2,200,200,200,2,200,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,19,3,182,182,182,2,182,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,19,25,300,300,300,2,300,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,19,22,788,528,528,1,324,1,204,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,19,12,238,238,400,2,238,1,162,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,19,9,586,586,586,2,586,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
6,19,29,264,264,564,2,264,1,300,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,19,6,200,200,200,2,200,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,19,30,210,210,210,2,210,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
6,19,8,488,488,488,2,488,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
6,19,26,282,282,282,2,282,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,19,4,404,404,404,2,404,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
6,19,11,194,194,194,2,194,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
6,19,5,0,0,660,0,0,1,660,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,19,18,180,180,180,2,180,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
6,19,13,182,182,182,2,182,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
6,27,17,254,254,1022,2,254,1,768,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
