region,subj,item,rpdur,tgdur,totfixdur,gbck,gdur,rr,rrdur,quan_cond,typic_cond,interf_cond,subj_cond,obj_cond,cond,quants,typic,interf
8,33,20,1996,910,910,1,606,1,304,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,33,11,198,198,548,2,198,1,350,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,33,8,416,416,928,2,416,1,512,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,33,28,750,434,972,1,236,1,736,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,33,13,530,530,530,2,530,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,33,21,434,434,1064,2,434,1,630,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,33,23,354,354,704,2,354,1,350,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,33,26,376,376,1044,2,376,1,668,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,33,5,284,284,1320,2,284,1,1036,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,33,31,236,236,636,2,236,1,400,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,33,10,556,556,814,2,556,1,258,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,41,25,692,692,1494,2,692,1,802,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,41,28,256,256,4192,2,256,1,3936,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,41,22,1004,1004,1512,2,1004,1,508,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,41,19,4534,1574,1574,1,282,1,1292,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,41,20,918,918,918,2,918,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,41,5,832,630,846,1,192,1,654,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,41,7,1152,900,900,1,220,1,680,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,41,4,1158,852,1696,1,114,1,1582,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,41,31,228,228,628,2,228,1,400,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,41,8,860,512,908,1,94,1,814,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,41,29,590,362,936,1,194,1,742,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,41,11,1146,880,1134,1,204,1,930,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,41,10,946,946,946,2,946,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,41,21,666,348,730,1,162,1,568,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,41,23,850,648,846,1,154,1,692,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,41,12,228,228,454,2,228,1,226,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,41,15,286,192,786,1,192,1,594,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,41,32,888,686,686,1,140,1,546,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,41,18,712,712,1058,2,712,1,346,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,41,16,1010,1010,1010,2,1010,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,41,6,1586,1400,1884,1,478,1,1406,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,41,13,0,0,928,0,0,1,928,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,41,26,418,418,418,2,418,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,41,9,3304,1560,1560,1,1322,1,238,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,41,3,414,196,468,1,196,1,272,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,41,27,514,514,514,2,514,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,41,17,196,196,196,2,196,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,41,2,728,402,806,1,174,1,632,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,41,1,1644,286,1582,1,92,1,1490,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,41,30,1472,1188,1188,1,744,1,444,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,49,25,3730,522,522,1,522,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,49,27,1250,706,706,1,706,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,49,13,322,322,674,2,322,1,352,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,49,30,1874,862,862,1,386,1,476,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,49,21,298,298,716,2,298,1,418,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,49,20,234,234,626,2,234,1,392,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,49,5,2888,570,570,1,438,1,132,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,49,4,2576,958,958,1,446,1,512,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,49,2,528,528,840,2,528,1,312,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,49,19,1254,962,962,1,962,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,49,17,158,158,158,2,158,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,49,12,166,166,166,2,166,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,49,9,2744,1304,1304,1,1082,1,222,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,49,32,874,538,538,1,538,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,49,10,436,436,436,2,436,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,49,3,686,686,686,2,686,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,49,31,484,484,484,2,484,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,49,8,140,140,140,2,140,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,49,26,126,126,126,2,126,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,49,23,2106,1002,1002,1,254,1,748,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,49,15,298,298,428,2,298,1,130,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,49,22,156,156,220,2,156,1,64,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,49,16,836,836,836,2,836,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,49,28,114,114,308,2,114,1,194,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,49,18,340,340,340,2,340,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,49,29,870,684,684,1,550,1,134,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,49,7,1162,836,836,1,340,1,496,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,49,6,800,514,514,1,514,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,49,1,1282,792,792,1,392,1,400,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,49,11,146,146,288,2,146,1,142,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,10,32,350,350,350,2,350,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,10,3,556,556,1302,2,556,1,746,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,10,28,134,134,790,2,134,1,656,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,10,30,686,686,1362,2,686,1,676,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,10,5,4370,892,892,1,464,1,428,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,10,7,682,682,682,2,682,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,10,4,386,386,832,2,386,1,446,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,10,26,274,274,842,2,274,1,568,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,10,11,852,852,1222,2,852,1,370,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,10,29,548,548,706,2,548,1,158,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,10,27,1610,864,864,1,864,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,10,23,450,450,792,2,450,1,342,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,10,12,682,682,930,2,682,1,248,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,10,21,476,476,702,2,476,1,226,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,10,8,2332,944,1748,1,236,1,1512,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,10,16,528,528,528,2,528,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,10,9,636,636,636,2,636,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,10,6,568,568,2078,2,568,1,1510,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,10,17,362,362,362,2,362,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,10,1,1418,1026,1026,1,336,1,690,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,10,19,560,560,560,2,560,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,10,15,436,436,940,2,436,1,504,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,10,25,494,494,494,2,494,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,10,31,170,170,396,2,170,1,226,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,10,10,420,420,420,2,420,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,10,2,944,754,754,1,248,1,506,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,10,22,152,152,380,2,152,1,228,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,10,13,634,634,634,2,634,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,10,20,776,428,428,1,428,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,10,18,448,448,802,2,448,1,354,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,18,4,1250,1250,1808,2,1250,1,558,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,18,11,1360,1184,1528,1,472,1,1056,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,18,25,1300,1300,3092,2,1300,1,1792,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,18,20,190,190,3118,2,190,1,2928,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,18,17,376,376,2038,2,376,1,1662,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,18,6,964,964,4986,2,964,1,4022,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,18,13,630,630,1914,2,630,1,1284,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,18,29,474,474,1342,2,474,1,868,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,18,27,638,638,884,2,638,1,246,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,18,7,588,588,2470,2,588,1,1882,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,18,3,340,340,716,2,340,1,376,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,18,9,672,672,2048,2,672,1,1376,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,18,8,340,340,860,2,340,1,520,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,18,18,700,506,774,1,146,1,628,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,18,16,686,686,1570,2,686,1,884,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,18,30,444,444,1132,2,444,1,688,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,18,21,518,518,688,2,518,1,170,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,18,22,138,138,138,2,138,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,18,31,170,170,1138,2,170,1,968,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,18,19,826,826,1754,2,826,1,928,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,18,12,156,156,498,2,156,1,342,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,18,2,394,394,1676,2,394,1,1282,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,18,32,672,672,672,2,672,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,18,28,148,148,402,2,148,1,254,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,18,26,312,312,670,2,312,1,358,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,18,15,222,222,1034,2,222,1,812,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,18,5,456,456,1340,2,456,1,884,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,18,10,408,408,830,2,408,1,422,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,18,1,1252,1066,2502,1,400,1,2102,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,18,23,916,916,3310,2,916,1,2394,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,26,10,550,550,634,2,550,1,84,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,26,25,1458,1458,2116,2,1458,1,658,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,26,9,998,776,1564,1,196,1,1368,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,26,32,474,474,1154,2,474,1,680,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,26,29,1280,814,814,1,238,1,576,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,26,7,484,484,2204,2,484,1,1720,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,26,13,784,524,524,1,152,1,372,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,26,22,152,152,152,2,152,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,26,20,202,202,688,2,202,1,486,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,26,26,404,404,404,2,404,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,26,30,430,430,952,2,430,1,522,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,26,28,174,174,656,2,174,1,482,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,26,8,336,336,336,2,336,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,26,17,1178,980,1462,1,202,1,1260,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,26,27,1028,834,834,1,644,1,190,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,26,4,402,222,730,1,48,1,682,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,26,19,556,556,856,2,556,1,300,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,26,15,212,212,594,2,212,1,382,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,26,6,968,968,2506,2,968,1,1538,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,26,2,534,392,582,1,100,1,482,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,26,23,982,982,1086,2,982,1,104,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,26,21,790,644,888,1,644,1,244,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,26,12,378,378,378,2,378,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,26,11,1076,838,838,1,648,1,190,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,26,18,184,184,352,2,184,1,168,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,26,1,1096,740,1056,1,324,1,732,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,26,3,398,398,706,2,398,1,308,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,26,16,222,222,516,2,222,1,294,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,26,31,904,904,1308,2,904,1,404,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,26,5,408,408,474,2,408,1,66,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,42,18,542,542,542,2,542,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
