region,subj,item,rpdur,tgdur,totfixdur,gbck,gdur,rr,rrdur,quan_cond,typic_cond,interf_cond,subj_cond,obj_cond,cond,quants,typic,interf
8,42,25,596,596,596,2,596,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,42,17,516,516,516,2,516,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,42,29,738,738,1284,2,738,1,546,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,42,4,634,634,1414,2,634,1,780,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,42,9,338,338,1008,2,338,1,670,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,42,7,382,382,1868,2,382,1,1486,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,42,30,464,464,464,2,464,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,42,8,768,768,768,2,768,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,42,1,1318,1318,1654,2,1318,1,336,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,42,15,482,482,878,2,482,1,396,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,42,32,768,768,942,2,768,1,174,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,42,19,960,960,1130,2,960,1,170,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,42,10,586,586,912,2,586,1,326,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,42,31,456,456,1770,2,456,1,1314,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,42,26,390,390,390,2,390,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,42,11,684,684,1566,2,684,1,882,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,42,21,836,836,836,2,836,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,42,3,516,516,700,2,516,1,184,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,42,6,1442,1442,1682,2,1442,1,240,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,42,27,1376,930,930,1,930,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,42,2,164,164,738,2,164,1,574,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,42,16,1860,1616,2294,1,226,1,2068,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,42,28,482,482,690,2,482,1,208,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,42,12,616,616,1016,2,616,1,400,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,42,13,652,652,772,2,652,1,120,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,42,22,186,186,352,2,186,1,166,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,42,20,1040,1040,1040,2,1040,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,42,5,2798,630,630,1,630,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,42,23,2312,2066,2066,1,2066,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,45,5,1054,662,662,1,158,1,504,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,45,6,2492,698,698,1,400,1,298,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,45,32,446,446,446,2,446,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,45,8,408,408,408,2,408,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,45,18,870,534,534,1,172,1,362,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,45,25,2032,204,204,1,22,1,182,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,45,11,1006,792,792,1,444,1,348,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,45,26,374,374,600,2,374,1,226,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,45,12,184,184,184,2,184,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,45,9,1180,612,612,1,612,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,45,1,1774,572,572,1,152,1,420,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,45,21,746,746,938,2,746,1,192,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,45,20,168,168,168,2,168,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,45,7,1280,894,1098,1,384,1,714,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,45,2,410,194,368,1,194,1,174,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,45,10,188,188,356,2,188,1,168,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,45,13,372,188,188,1,188,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,45,4,1070,314,314,1,314,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,45,16,768,768,768,2,768,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,45,30,340,340,340,2,340,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,45,22,176,176,364,2,176,1,188,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,45,15,246,246,850,2,246,1,604,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,45,19,706,568,568,1,180,1,388,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,45,3,0,0,128,0,0,1,128,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,45,29,570,396,396,1,156,1,240,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,45,17,438,438,438,2,438,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,45,31,288,288,288,2,288,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,45,23,212,212,212,2,212,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,45,27,552,402,402,1,402,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,45,28,478,478,478,2,478,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,48,26,580,580,1086,2,580,1,506,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,48,32,716,716,716,2,716,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,48,17,422,422,422,2,422,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,48,19,916,592,592,1,592,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,48,18,420,420,420,2,420,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,48,16,910,524,524,1,524,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,48,15,186,186,574,2,186,1,388,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,48,30,712,712,1464,2,712,1,752,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,48,29,642,642,734,2,642,1,92,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,48,20,928,400,400,1,400,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,48,7,586,586,800,2,586,1,214,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,48,5,1528,818,818,1,506,1,312,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,48,12,622,622,622,2,622,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,48,27,1082,478,478,1,386,1,92,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,48,31,320,320,634,2,320,1,314,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,48,6,1242,692,692,1,426,1,266,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,48,11,2320,590,590,1,214,1,376,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,48,8,572,572,572,2,572,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,48,25,888,292,292,1,292,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,48,22,662,662,662,2,662,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,48,23,958,674,674,1,674,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,48,9,744,744,744,2,744,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,48,3,1284,776,776,1,434,1,342,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,48,28,664,664,664,2,664,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,48,10,362,362,362,2,362,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,48,21,706,608,1020,1,128,1,892,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,48,1,1900,872,872,1,98,1,774,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,48,4,670,670,1128,2,670,1,458,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,48,2,196,196,454,2,196,1,258,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,48,13,198,198,406,2,198,1,208,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,11,2,640,640,1696,2,640,1,1056,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,11,8,1932,1344,1822,1,230,1,1592,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,11,6,384,384,2102,2,384,1,1718,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,11,1,964,532,1176,1,344,1,832,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,11,30,738,600,3118,1,172,1,2946,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,11,21,1180,1016,1156,1,374,1,782,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,11,16,1060,360,548,1,170,1,378,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,11,27,130,130,984,2,130,1,854,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,11,29,1080,574,1104,1,118,1,986,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,11,19,3058,1770,1770,1,452,1,1318,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,11,18,648,516,1470,1,202,1,1268,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,11,32,4194,1120,2004,1,468,1,1536,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,11,3,0,0,384,0,0,1,384,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,11,7,1338,988,988,1,368,1,620,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,11,17,218,218,476,2,218,1,258,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,11,11,850,690,906,1,202,1,704,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,11,10,1498,892,892,1,476,1,416,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,11,9,660,660,1656,2,660,1,996,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,11,15,176,176,548,2,176,1,372,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,11,12,210,210,404,2,210,1,194,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,11,22,392,392,840,2,392,1,448,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,11,23,328,328,1428,2,328,1,1100,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,11,26,438,438,710,2,438,1,272,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,11,25,448,148,776,1,148,1,628,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,11,5,516,330,1150,1,136,1,1014,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,11,20,154,154,590,2,154,1,436,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,11,31,356,356,1048,2,356,1,692,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,11,13,320,320,1386,2,320,1,1066,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,11,28,1520,716,826,1,146,1,680,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,11,4,154,154,1442,2,154,1,1288,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,19,7,444,444,1238,2,444,1,794,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,19,32,592,592,1110,2,592,1,518,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,19,28,606,606,606,2,606,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,19,17,234,234,234,2,234,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,19,23,2088,1280,1280,1,1078,1,202,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,19,27,1974,1046,1046,1,1046,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,19,20,310,310,310,2,310,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,19,1,1188,1188,1622,2,1188,1,434,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,19,31,188,188,348,2,188,1,160,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,19,19,1348,1100,1100,1,1100,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,19,16,1900,1146,1146,1,1146,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,19,15,400,400,644,2,400,1,244,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,19,10,1398,710,710,1,236,1,474,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,19,21,436,436,808,2,436,1,372,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,19,2,1096,1096,1096,2,1096,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,19,3,580,580,944,2,580,1,364,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,19,25,958,626,626,1,626,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,19,22,200,200,200,2,200,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,19,12,498,498,934,2,498,1,436,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,19,9,788,788,1370,2,788,1,582,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,19,29,380,380,380,2,380,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,19,6,1748,1056,1056,1,1056,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,19,30,642,642,642,2,642,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,19,8,470,470,470,2,470,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,19,26,378,378,378,2,378,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,19,4,566,566,812,2,566,1,246,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,19,11,642,642,838,2,642,1,196,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,19,5,890,662,1090,1,438,1,652,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,19,18,534,534,914,2,534,1,380,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,19,13,604,604,604,2,604,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,27,17,328,328,1044,2,328,1,716,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,27,22,520,520,1938,2,520,1,1418,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,27,5,3514,544,544,1,406,1,138,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,27,6,13666,3968,3968,1,772,1,3196,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,27,29,420,420,822,2,420,1,402,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,27,1,422,422,2422,2,422,1,2000,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,27,7,702,702,1616,2,702,1,914,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,27,12,372,372,524,2,372,1,152,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,27,8,412,412,2710,2,412,1,2298,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,27,13,352,352,688,2,352,1,336,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,27,31,410,410,998,2,410,1,588,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,27,32,674,674,1024,2,674,1,350,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,27,2,254,254,1282,2,254,1,1028,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,27,18,422,422,866,2,422,1,444,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,27,25,4746,1250,1250,1,642,1,608,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,27,23,5458,972,972,1,662,1,310,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,27,28,454,454,894,2,454,1,440,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,27,3,4048,776,776,1,368,1,408,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,27,15,98,98,748,2,98,1,650,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,27,27,760,420,420,1,420,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,27,4,378,378,870,2,378,1,492,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,27,16,4108,1352,1352,1,694,1,658,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,27,21,282,282,1488,2,282,1,1206,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,27,11,1590,892,1480,1,354,1,1126,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,27,20,182,182,1068,2,182,1,886,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,27,10,450,450,1874,2,450,1,1424,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,27,19,5930,2054,2054,1,974,1,1080,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,27,26,468,468,900,2,468,1,432,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,27,30,450,450,2010,2,450,1,1560,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,27,9,416,416,1138,2,416,1,722,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,35,32,878,770,770,1,222,1,548,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,35,6,692,566,566,1,566,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,35,17,358,358,358,2,358,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,35,15,194,194,444,2,194,1,250,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,35,31,744,744,982,2,744,1,238,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,35,11,444,444,756,2,444,1,312,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,35,3,176,176,432,2,176,1,256,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,35,21,332,332,332,2,332,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,35,30,322,322,322,2,322,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,35,10,620,620,620,2,620,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,35,13,194,194,344,2,194,1,150,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,35,16,874,874,874,2,874,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,35,28,526,526,526,2,526,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,35,19,374,374,650,2,374,1,276,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,35,7,524,524,728,2,524,1,204,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,35,1,350,350,408,2,350,1,58,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,35,2,242,242,242,2,242,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,35,23,908,584,584,1,410,1,174,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,35,18,442,442,442,2,442,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,35,27,716,716,716,2,716,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,35,20,670,670,670,2,670,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,35,26,278,204,204,1,204,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,35,9,556,402,402,1,212,1,190,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,35,22,244,244,490,2,244,1,246,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,35,25,406,406,406,2,406,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,35,8,654,654,654,2,654,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,35,12,420,420,504,2,420,1,84,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,35,4,434,434,434,2,434,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,35,5,422,422,422,2,422,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,35,29,476,476,476,2,476,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,43,15,188,188,940,2,188,1,752,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,43,11,154,154,154,2,154,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,43,20,420,420,420,2,420,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,43,9,978,978,978,2,978,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,43,16,0,0,662,0,0,1,662,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,43,2,450,450,890,2,450,1,440,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,43,4,0,0,0,0,0,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,43,22,400,400,484,2,400,1,84,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,43,28,170,170,170,2,170,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,43,32,536,536,536,2,536,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,43,25,1060,612,612,1,612,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,43,8,522,522,522,2,522,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,43,13,472,472,472,2,472,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,43,21,398,398,398,2,398,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,43,27,378,378,378,2,378,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,43,5,248,248,466,2,248,1,218,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,43,26,0,0,386,0,0,1,386,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,43,31,368,368,368,2,368,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,43,19,864,508,1290,1,508,1,782,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,43,17,418,418,418,2,418,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,43,23,526,526,526,2,526,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,43,1,1102,690,690,1,506,1,184,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,43,12,188,188,188,2,188,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,43,30,642,642,642,2,642,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,43,10,436,436,436,2,436,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,43,18,236,236,236,2,236,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,43,29,494,494,836,2,494,1,342,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,46,7,618,618,1470,2,618,1,852,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,46,25,454,454,1016,2,454,1,562,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,46,30,576,576,576,2,576,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,46,28,196,196,682,2,196,1,486,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,46,6,742,742,1040,2,742,1,298,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,46,19,1316,1316,1316,2,1316,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,46,4,994,994,1492,2,994,1,498,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,46,2,658,658,658,2,658,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,46,13,474,474,474,2,474,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,46,18,536,536,536,2,536,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,46,12,316,316,316,2,316,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,46,3,234,234,1254,2,234,1,1020,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,46,17,534,534,534,2,534,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,46,1,598,598,842,2,598,1,244,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,46,15,370,370,370,2,370,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,46,10,712,712,790,2,712,1,78,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,46,23,422,422,422,2,422,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,46,9,746,746,746,2,746,0,0,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,46,5,862,862,862,2,862,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,46,22,340,340,340,2,340,0,0,EEN,atypical,no_interf,MIS,MIS,d,-1,-1,-1
8,46,26,328,328,328,2,328,0,0,GEEN,atypical,no_interf,MIS,MIS,h,1,-1,-1
8,46,27,1060,1060,1060,2,1060,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,46,20,954,954,954,2,954,0,0,EEN,atypical,interf,MIS,MATCH,c,-1,-1,1
8,46,31,312,312,312,2,312,0,0,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,46,8,186,186,186,2,186,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,46,11,502,502,502,2,502,0,0,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,46,29,914,662,662,1,262,1,400,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,46,21,624,624,624,2,624,0,0,EEN,typical,no_interf,MATCH,MIS,b,-1,1,-1
8,46,16,760,760,760,2,760,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,46,32,474,474,1056,2,474,1,582,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,12,16,552,552,672,2,552,1,120,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,12,28,696,422,598,1,108,1,490,GEEN,typical,interf,MATCH,MATCH,e,1,1,1
8,12,26,576,372,372,1,266,1,106,GEEN,typical,no_interf,MATCH,MIS,f,1,1,-1
8,12,32,1444,1136,1136,1,846,1,290,EEN,typical,interf,MATCH,MATCH,a,-1,1,1
8,12,17,152,152,152,2,152,0,0,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
8,12,9,1160,628,854,1,284,1,570,GEEN,atypical,interf,MIS,MATCH,g,1,-1,1
